Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2023-06-08 20:18:18,37.249.19.2,121.78.68.23,28090,12737,ICMP,471,Data,HTTP,"Beatae aut optio a doloremque. Similique fuga delectus ipsam.
Delectus qui porro.",,1.84,Alert Triggered,Malware,Known Pattern B,Ignored,High,Fateh Lall,Mozilla/5.0 (Windows NT 6.1; zu-ZA; rv:1.9.2.20) Gecko/5621-11-21 05:55:04 Firefox/3.6.8,Segment B,"Latur, Gujarat",,Log Data,,Server
2021-12-03 12:06:24,131.126.144.227,164.39.194.251,32346,16929,TCP,491,Data,HTTP,"Iste laudantium aliquam. Quasi consectetur non veritatis odit. Deserunt earum ex quidem.
Voluptatibus vel molestiae dignissimos commodi dolores maiores. Itaque blanditiis illo at consequatur.",IoC Detected,69.32,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Reyansh Din,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6; rv:1.9.6.20) Gecko/5547-12-07 20:40:23 Firefox/3.6.3,Segment B,"Raebareli, Uttar Pradesh",,,,Server
2022-08-31 20:01:56,15.122.250.204,28.124.91.183,1295,14479,ICMP,928,Control,DNS,Quos cumque officiis officiis. Voluptatem quidem ipsum eaque qui ducimus. Veniam velit dicta veniam repellat totam quo.,,87.6,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Kabir Mangat,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/35.0.809.0 Safari/536.1",Segment B,"Ballia, Haryana",,,,Server
2021-06-11 06:22:04,179.75.44.134,104.122.235.80,13668,61206,TCP,973,Data,DNS,Deserunt quis libero voluptate. Autem reiciendis earum maiores cumque. Libero unde quaerat incidunt pariatur. Excepturi voluptates similique aut aliquam illo suscipit.,IoC Detected,11.87,,Intrusion,Known Pattern A,Logged,High,Khushi Chakraborty,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),Segment B,"Chapra, Madhya Pradesh",143.90.72.216,,,Firewall
2020-07-19 20:30:41,189.201.58.46,61.241.79.191,52039,32916,TCP,211,Control,DNS,"Fugit architecto qui illum commodi dicta.
Ullam suscipit corporis magnam. Vero totam repellat.
Libero deleniti commodi deserunt asperiores.",,96.62,,DDoS,Known Pattern A,Ignored,Medium,Seher Kant,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),Segment C,"Buxar, Manipur",,Log Data,,Server
2021-01-24 06:09:01,197.221.64.110,136.103.6.91,63440,6879,UDP,193,Control,FTP,"Iusto consectetur fuga possimus. Aliquid dignissimos culpa in dolore.
Autem quod aperiam aspernatur at. Nam nostrum harum omnis nam quibusdam blanditiis. Cumque occaecati in ratione.",,17.61,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Taimur Dey,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),Segment A,"Satara, Uttar Pradesh",159.19.195.16,Log Data,,Server
2023-07-19 08:22:36,37.26.26.23,220.253.201.177,26334,39209,UDP,857,Data,HTTP,Fuga a qui cumque iure delectus laboriosam. Eos aspernatur neque modi ratione modi repellat.,,1.38,,Malware,Known Pattern B,Ignored,Low,Prisha Shenoy,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5 rv:5.0; yue-HK) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/5.1 Safari/531.14.2",Segment A,"Purnia, Bihar",,,,Firewall
2022-10-31 12:39:24,47.219.113.247,93.230.125.92,47473,8944,TCP,380,Control,DNS,Aliquam dolore atque. Non repellat omnis a sed. Eos aut enim eum.,IoC Detected,0.28,Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Vritika Gopal,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/21.0.886.0 Safari/536.2",Segment A,"Orai, Tripura",,,Alert Data,Server
2022-01-22 15:24:27,196.142.92.116,39.101.195.247,19715,26973,TCP,404,Data,FTP,Esse excepturi commodi ut maiores quas dolorem. Facilis magni dolore voluptates at. Aperiam ex consectetur debitis fugit officiis beatae.,IoC Detected,9.67,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Amira Chada,Opera/9.68.(Windows NT 5.0; ik-CA) Presto/2.9.187 Version/10.00,Segment A,"New Delhi, Meghalaya",,,Alert Data,Firewall
2023-04-16 13:01:33,44.12.77.5,194.105.214.230,58773,55269,UDP,934,Data,DNS,Consectetur quis odio recusandae eum. Qui illo rem fugiat commodi voluptatibus. Dolor libero doloribus ea exercitationem.,IoC Detected,55.32,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Gokul Amble,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/37.0.831.0 Safari/531.0",Segment C,"Orai, Tripura",,,,Server
2020-05-03 11:23:05,77.241.106.176,80.217.38.214,42516,63199,TCP,606,Data,HTTP,"Aperiam nostrum ea unde nisi facere temporibus.
Sunt provident nisi nulla iusto. Velit deleniti molestias. Voluptatem expedita dolor sapiente consequuntur.",,50.21,,DDoS,Known Pattern B,Logged,High,Bhavin Ramachandran,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/7051-05-04 23:35:50 Firefox/3.6.15,Segment A,"Vijayanagaram, Manipur",156.52.130.47,,,Server
2022-12-04 07:51:08,42.149.209.77,128.17.160.191,22900,25686,TCP,651,Control,HTTP,"Laborum quis illum quod dolor. Asperiores totam voluptates impedit accusamus.
Ex quo perferendis aliquam quis accusamus odio.",IoC Detected,21.25,,DDoS,Known Pattern A,Ignored,Low,Hrishita Dua,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),Segment A,"Bahraich, Nagaland",134.233.239.47,,Alert Data,Server
2023-09-04 02:08:37,132.47.203.21,207.147.60.177,3459,21034,ICMP,642,Data,HTTP,"Itaque suscipit corrupti maxime quis minima vel. Dolore sapiente veniam architecto harum dolor temporibus fuga.
Dolorum eius labore eos mollitia perferendis. Cumque fugit dolorum molestias.",IoC Detected,50.88,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Chirag Sule,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),Segment A,"Chandigarh, Karnataka",2.103.142.214,Log Data,Alert Data,Firewall
2020-05-07 06:45:00,141.222.254.216,100.173.103.178,10323,64884,TCP,920,Control,DNS,Eius pariatur eaque reprehenderit ut voluptates quo. Minus animi laborum ad consectetur. Nobis ducimus doloribus natus id perferendis quam.,IoC Detected,97.02,,DDoS,Known Pattern B,Blocked,High,Raghav Rau,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/36.0.884.0 Safari/532.0",Segment A,"Secunderabad, Uttarakhand",96.43.33.40,Log Data,Alert Data,Server
2020-08-20 17:51:52,113.129.15.232,100.171.250.131,48300,45641,UDP,619,Data,DNS,Accusantium recusandae quaerat earum praesentium vitae aliquam. Ut veritatis sint similique. Sint est tenetur nihil magni.,,61.95,,Intrusion,Known Pattern A,Ignored,High,Saanvi Kala,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/16.2s2195.0 Mobile/10K620 Safari/533.0",Segment C,"Tiruppur, Madhya Pradesh",,,Alert Data,Firewall
2021-10-07 08:38:44,158.237.237.66,98.24.236.187,46489,21304,ICMP,1263,Data,HTTP,Perferendis reiciendis libero totam quam earum. Laboriosam quam unde reiciendis amet praesentium. Nihil sed cumque aut. Minus rerum dignissimos.,IoC Detected,88.83,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Zoya Bahl,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/45.0.854.0 Safari/531.0",Segment C,"Bhilwara, Chhattisgarh",,,Alert Data,Firewall
2021-06-05 10:14:46,80.11.19.142,45.5.177.147,2257,52796,ICMP,1155,Control,FTP,Ex laudantium atque hic sint. Explicabo quas minima quaerat sapiente facilis quisquam optio. Possimus temporibus expedita dignissimos.,IoC Detected,10.19,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Mamooty Mallick,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/31.0.810.0 Safari/536.1",Segment A,"Bhalswa Jahangir Pur, Uttarakhand",89.154.198.242,,Alert Data,Server
2020-08-12 09:35:40,56.170.75.216,152.129.122.136,57368,58383,TCP,267,Control,HTTP,Consectetur vel consequatur sit. Architecto ipsum corrupti numquam voluptatem facilis. Iusto atque quia temporibus eaque velit maiores. Iusto nostrum porro sequi accusamus maiores magnam.,IoC Detected,22.54,,Malware,Known Pattern A,Blocked,Low,Mehul Brahmbhatt,Opera/9.97.(X11; Linux i686; bg-BG) Presto/2.9.164 Version/12.00,Segment B,"Berhampore, Nagaland",202.54.213.255,Log Data,Alert Data,Firewall
2022-05-07 02:30:16,87.196.244.67,56.16.100.168,4851,2720,UDP,547,Control,FTP,Aspernatur consequatur magnam harum sapiente. Quo velit earum a. Non suscipit sit exercitationem fugiat.,,7.44,,Malware,Known Pattern B,Ignored,Low,Alia Kuruvilla,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4 rv:5.0; sc-IT) AppleWebKit/535.3.5 (KHTML, like Gecko) Version/5.0.4 Safari/535.3.5",Segment A,"Thoothukudi, Chhattisgarh",120.213.171.10,Log Data,Alert Data,Server
2022-04-22 10:38:29,175.253.143.112,138.101.164.81,9249,37957,UDP,92,Control,HTTP,"Similique dolorem dolores ipsum aut. Consectetur dolorum soluta. Quaerat eos itaque error aperiam nam.
Ad non voluptatem laboriosam dignissimos illo numquam. Molestias provident debitis nulla.",,43.53,Alert Triggered,Malware,Known Pattern B,Blocked,High,Vritika Deep,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),Segment A,"Panchkula, Sikkim",145.26.116.162,,,Firewall
2022-09-25 16:17:58,50.81.238.254,74.20.78.45,35374,49621,UDP,1427,Control,FTP,"Hic dolorem similique dolorem quis fugiat voluptatum. Ipsa molestiae quos incidunt magni atque.
Assumenda ab laboriosam doloribus neque vel. Ipsam consequatur nobis rem. Nesciunt dolores numquam.",,33.47,,Malware,Known Pattern B,Blocked,Low,Tejas Bhagat,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),Segment C,"Ongole, Madhya Pradesh",87.5.192.120,,Alert Data,Firewall
2023-02-08 04:45:39,168.72.43.105,13.122.225.123,1478,53038,ICMP,1176,Control,HTTP,"Inventore possimus minima deserunt culpa porro. Magni molestias at explicabo velit unde.
Perferendis officiis sapiente veniam error delectus.",IoC Detected,62.2,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Lakshit Sachdev,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/26.0.876.0 Safari/536.0",Segment B,"Chittoor, Tamil Nadu",,,Alert Data,Firewall
2020-08-09 15:32:26,211.128.110.116,146.96.10.207,39178,53490,TCP,859,Data,DNS,"Est facere quae ducimus vitae qui. Vitae doloribus reprehenderit omnis magni fugiat facere. Id illo officia impedit vel quas quae.
Iusto vitae vero quas sunt nihil aliquid. Rem accusamus dolor.",IoC Detected,42.46,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Ela Raj,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mag-IN) AppleWebKit/534.50.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.50.4",Segment C,"Sikar, Arunachal Pradesh",23.204.19.97,,Alert Data,Server
2022-07-05 12:59:56,87.208.29.12,31.245.226.61,14418,56392,UDP,796,Data,HTTP,"Consectetur minima temporibus ipsa doloremque quidem accusantium. Ex aliquid accusantium. Nostrum nihil neque molestias quisquam suscipit impedit.
Optio magnam quae atque in maiores unde.",,30.3,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Riya Majumdar,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.1.4 (KHTML, like Gecko) Version/4.1 Safari/531.1.4",Segment C,"Gorakhpur, Kerala",51.140.84.228,Log Data,Alert Data,Server
2022-05-18 11:15:34,150.196.136.163,139.38.247.174,35224,24979,UDP,763,Control,HTTP,"Quasi magnam nisi quia vero libero. Soluta aliquid tempore quia suscipit. Magni quae incidunt facilis et incidunt.
Suscipit maiores dolor cumque.",,3.05,,Intrusion,Known Pattern A,Ignored,High,Kashvi Saha,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),Segment C,"Guna, Uttar Pradesh",,Log Data,,Server
2023-06-11 10:01:01,216.183.231.244,162.254.10.80,32620,1141,ICMP,1205,Data,HTTP,"Maxime reprehenderit ad sit. At architecto enim alias dolor saepe.
Enim minima officiis tempora. Atque dolor nam laboriosam nam maxime nam. At repellat voluptatum minus nihil sequi itaque non.",IoC Detected,93.52,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Bhavin Edwin,Opera/8.58.(X11; Linux x86_64; lv-LV) Presto/2.9.188 Version/10.00,Segment A,"Rewa, Madhya Pradesh",,,,Firewall
2021-05-17 16:53:29,42.7.23.129,192.70.123.79,40332,29591,ICMP,772,Control,DNS,"Dolore exercitationem suscipit consequuntur quod. Ipsa magnam assumenda.
Ab sit ad quas dolor deleniti. Laboriosam maiores provident culpa. Corrupti minus voluptatem harum ipsam.",IoC Detected,20.13,,Intrusion,Known Pattern A,Ignored,Low,Yakshit Lalla,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.1),Segment A,"Asansol, Arunachal Pradesh",192.177.183.180,Log Data,,Firewall
2020-08-10 02:26:04,162.142.56.83,219.80.136.0,36689,28862,ICMP,676,Control,DNS,Ipsum sint illo ducimus eum animi nisi. Dicta ipsum quae nisi facere.,,2.39,,Intrusion,Known Pattern B,Logged,Medium,Chirag Yadav,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2976-09-18 04:50:30 Firefox/3.8,Segment C,"Panihati, Nagaland",90.99.39.105,,,Server
2020-07-20 09:22:30,50.108.67.246,3.207.244.115,33612,41468,ICMP,1423,Data,FTP,"Tempora sit accusamus ab sequi sit.
Ratione quibusdam atque facere ea ut ad. Veritatis libero velit omnis ipsam voluptate dolorem. Dolores nam ullam.",IoC Detected,72.74,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Mehul Das,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; fil-PH) AppleWebKit/533.11.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.11.1",Segment C,"Shivpuri, Gujarat",,,,Server
2020-12-14 10:08:21,102.151.108.24,60.240.2.82,10570,3044,TCP,1223,Control,FTP,Voluptas nulla tempora nulla aliquam fugit ad. Accusamus aliquid laboriosam provident. Aliquam temporibus ducimus.,IoC Detected,17.22,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Kashvi Bala,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ml-IN) AppleWebKit/533.21.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6533.21.5",Segment C,"Tiruvottiyur, Uttar Pradesh",,,Alert Data,Firewall
2020-05-07 13:11:17,219.135.145.218,116.133.12.228,17179,51717,UDP,1092,Control,DNS,Maiores cupiditate placeat suscipit pariatur. Magni quaerat corporis totam. Soluta est cupiditate tempora reiciendis accusantium. Reiciendis quibusdam vero necessitatibus tempore.,IoC Detected,18.44,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Saira Baral,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/46.0.802.0 Safari/532.2",Segment C,"Ahmednagar, Bihar",59.211.150.159,,,Server
2021-02-21 21:50:17,6.122.100.133,88.164.71.74,19748,58405,ICMP,1174,Data,HTTP,Id praesentium minus est repellat nostrum. Excepturi eveniet aspernatur sint. Cupiditate cumque vel vitae cum architecto aliquam. Sapiente assumenda ducimus quod eum quod quo maxime.,IoC Detected,51.69,Alert Triggered,Malware,Known Pattern B,Blocked,High,Raunak Anne,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/18.0.839.0 Safari/531.2",Segment A,"Vadodara, Sikkim",,,,Firewall
2022-10-13 17:44:47,45.180.145.85,91.82.161.80,49392,17896,ICMP,1216,Control,DNS,Officiis rerum dignissimos nostrum tempore. Sequi ipsa magnam ipsa ipsa explicabo.,IoC Detected,98.56,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Piya Datta,Opera/8.37.(Windows NT 5.1; it-IT) Presto/2.9.162 Version/10.00,Segment B,"Sri Ganganagar, Tripura",117.171.169.72,,,Server
2020-06-15 04:18:30,115.55.74.215,112.133.118.154,24040,44643,ICMP,868,Data,HTTP,"Quisquam nemo fuga blanditiis nobis necessitatibus molestias. Consectetur sequi veniam dolorum.
Laboriosam dignissimos qui molestiae. Sint hic officia optio.",,89.97,,Intrusion,Known Pattern A,Logged,High,Taran Barad,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/25.0.854.0 Mobile/48C223 Safari/536.0",Segment A,"Bally, Punjab",,,Alert Data,Server
2023-01-12 14:29:17,151.207.189.142,204.171.18.194,28812,33382,ICMP,1126,Data,DNS,Facilis voluptate vero voluptas corrupti dicta sequi. Asperiores aperiam minima deserunt. Quisquam odit accusantium rerum quisquam possimus inventore.,,1.99,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Tiya Zacharia,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.1.5 (KHTML, like Gecko) Version/5.0.2 Safari/531.1.5",Segment A,"Guna, Rajasthan",,Log Data,,Firewall
2020-12-06 23:16:42,121.3.185.162,100.157.109.66,54960,1820,UDP,686,Control,HTTP,Laboriosam delectus architecto blanditiis occaecati soluta. Nihil ullam tenetur perspiciatis nemo perspiciatis reiciendis.,,9.34,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Navya Gour,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/34.0.806.0 Safari/536.0",Segment B,"Vijayanagaram, Uttarakhand",152.19.225.122,Log Data,,Firewall
2020-06-12 11:22:47,44.209.16.255,147.216.135.83,33418,31242,UDP,318,Control,HTTP,"Consequatur libero perspiciatis dolor. Facilis illum in ex commodi maxime. Magni facilis quaerat quis velit optio.
Iusto reprehenderit quod impedit dignissimos officiis.",,57.37,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Dishani Krishnan,Opera/8.27.(Windows NT 4.0; om-ET) Presto/2.9.176 Version/11.00,Segment B,"Malegaon, Telangana",,,,Firewall
2023-07-22 22:18:36,146.190.215.60,109.107.243.41,53856,57392,TCP,837,Control,DNS,Voluptatibus consectetur sapiente. Veniam aliquam voluptates laborum.,IoC Detected,67.71,Alert Triggered,Malware,Known Pattern A,Blocked,High,Aayush Lanka,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_5; rv:1.9.2.20) Gecko/2532-10-18 05:01:38 Firefox/3.6.12,Segment B,"Narasaraopet, Tripura",,,,Server
2021-08-14 17:21:12,88.202.107.157,74.87.194.172,9587,29100,TCP,1103,Data,FTP,"Praesentium ducimus et dolor nulla at. Quasi nostrum ullam quasi. Blanditiis deleniti est sint tenetur.
Odit consequatur delectus. Eveniet eius vero tenetur. Illo magni magni et aliquam beatae.",IoC Detected,59.69,,DDoS,Known Pattern A,Blocked,Low,Fateh Jain,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),Segment B,"Amaravati, Manipur",67.214.188.212,Log Data,Alert Data,Firewall
2022-10-09 05:58:10,1.177.21.189,52.105.30.171,23162,6044,TCP,666,Control,HTTP,"Ipsum sint minima. Sed suscipit ad culpa veritatis eum alias. Numquam est rerum deserunt.
Molestiae vitae laudantium blanditiis sapiente sapiente doloribus culpa.",,61.32,Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Vanya Agarwal,Opera/8.32.(X11; Linux i686; an-ES) Presto/2.9.186 Version/12.00,Segment A,"Dewas, Haryana",,Log Data,Alert Data,Server
2020-01-14 15:50:28,88.144.104.156,133.34.129.22,57725,34478,TCP,464,Data,DNS,"Porro voluptas nam natus doloremque quod unde. Perferendis alias expedita soluta unde dolor rerum.
Inventore nihil doloremque voluptates odit. Fugiat doloribus amet culpa dolor.",IoC Detected,29.57,Alert Triggered,Malware,Known Pattern B,Logged,High,Ranbir Bora,Opera/9.56.(Windows NT 6.1; szl-PL) Presto/2.9.161 Version/11.00,Segment C,"Chittoor, Haryana",100.42.45.104,Log Data,,Firewall
2022-02-04 09:12:18,80.213.246.193,26.8.99.40,31719,3791,UDP,917,Data,DNS,"Ratione quaerat dolore exercitationem. Fugiat placeat officiis doloribus repellat. Quibusdam consequuntur voluptas atque quasi nostrum eveniet.
Nam a cumque quidem. Quidem illo commodi odit.",IoC Detected,34.59,,DDoS,Known Pattern B,Ignored,Low,Shaan Manne,Mozilla/5.0 (Android 6.0.1; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment C,"Pali, Assam",,,Alert Data,Server
2022-02-27 06:49:11,89.231.10.196,192.235.192.7,46861,21475,ICMP,736,Control,HTTP,"Cupiditate culpa repudiandae maxime sapiente.
Velit enim illo. Adipisci cumque modi impedit rem. Facere id iste doloribus accusamus dolor officia.",IoC Detected,78.02,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Nirvaan Gour,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.41.4 (KHTML, like Gecko) Version/4.0 Safari/534.41.4",Segment A,"Mau, Uttar Pradesh",,,,Server
2022-03-07 19:49:25,140.62.114.119,27.180.54.155,4055,28802,UDP,1099,Control,FTP,"Quo sit eius numquam excepturi dolorem.
Iste iste voluptas odio odit blanditiis. Quam eligendi provident placeat in sed sequi. Eaque aspernatur quo neque quis enim quidem similique.",,4.34,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Khushi Sani,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/46.0.880.0 Safari/536.0",Segment C,"Moradabad, Arunachal Pradesh",133.170.110.20,,,Server
2022-12-29 00:22:06,170.236.12.149,170.153.199.77,45409,55349,ICMP,539,Control,HTTP,Vitae fugiat eveniet ut ratione dolores facilis. Voluptatibus sed totam quos ad.,IoC Detected,61.99,,Intrusion,Known Pattern A,Logged,High,Urvi Sheth,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.25.1 (KHTML, like Gecko) Version/4.0.3 Safari/531.25.1",Segment A,"Ambarnath, West Bengal",,,,Server
2022-05-31 21:37:36,208.62.106.26,52.32.165.187,45867,46125,TCP,1207,Data,FTP,"Non reiciendis optio rem. Quam asperiores et.
Dicta iste quidem delectus doloribus praesentium in.
Quaerat iusto veritatis culpa. Odio dolore possimus architecto error quaerat est perspiciatis.",IoC Detected,14.16,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Mahika Lall,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:4.0; ms-MY) AppleWebKit/532.21.5 (KHTML, like Gecko) Version/4.0 Safari/532.21.5",Segment B,"Tumkur, Karnataka",,,Alert Data,Firewall
2022-02-11 05:08:47,5.78.47.131,102.186.113.2,32604,22423,TCP,910,Control,DNS,Suscipit debitis accusantium eum veritatis dolorem velit. Nostrum sit quisquam quasi velit minus reiciendis doloribus.,IoC Detected,94.17,,DDoS,Known Pattern B,Blocked,Medium,Mehul Zachariah,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/22.0.864.0 Mobile/13G682 Safari/534.0",Segment A,"Tezpur, Rajasthan",34.252.97.52,Log Data,Alert Data,Server
2022-02-11 22:28:58,72.11.103.25,89.48.70.72,50717,60162,ICMP,1068,Control,DNS,Et impedit adipisci sequi. Dolorum cumque blanditiis asperiores velit nobis libero corporis. A enim veniam autem.,IoC Detected,31.02,,Intrusion,Known Pattern A,Ignored,High,Jhanvi Din,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_2 rv:4.0; st-ZA) AppleWebKit/535.41.7 (KHTML, like Gecko) Version/4.0.1 Safari/535.41.7",Segment B,"Kanpur, Tripura",133.131.70.255,,Alert Data,Firewall
2021-08-15 00:27:59,202.14.18.113,147.193.56.4,19399,32894,UDP,181,Data,FTP,Odio odio commodi qui nobis voluptate laborum. Laudantium esse est ducimus architecto sequi. At nihil veniam quis.,,72.69,,DDoS,Known Pattern A,Ignored,Medium,Advik Sem,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),Segment A,"Sasaram, Kerala",14.87.223.175,Log Data,,Server
2020-01-13 22:44:32,182.226.54.199,73.32.185.136,56452,39169,TCP,161,Data,DNS,"Illo aperiam veniam nobis.
Nisi pariatur fuga expedita culpa ratione. Temporibus dolore cumque minus totam vero voluptates magni.",IoC Detected,6.67,,Malware,Known Pattern B,Blocked,Low,Aaryahi Dhillon,Mozilla/5.0 (Windows NT 5.1; ka-GE; rv:1.9.1.20) Gecko/3868-01-26 10:54:00 Firefox/10.0,Segment A,"Ambala, Madhya Pradesh",15.217.95.164,Log Data,Alert Data,Firewall
2023-09-19 20:52:04,96.176.98.159,109.150.184.8,59743,11678,TCP,1375,Data,DNS,"Rerum repellat tempore vitae. Accusantium vitae sequi sunt dignissimos laborum accusantium blanditiis.
Dolores vitae accusamus atque occaecati. Cupiditate earum impedit earum.",IoC Detected,87.88,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Vivaan Shetty,Opera/9.67.(X11; Linux i686; gv-GB) Presto/2.9.179 Version/10.00,Segment A,"Kalyan-Dombivli, Sikkim",,,Alert Data,Firewall
2020-07-28 06:23:48,76.78.152.66,176.160.223.161,21518,13803,ICMP,547,Control,FTP,Commodi sint molestias eos sint doloremque ullam rem. Voluptatum dolor quasi ullam accusamus error.,,93.79,,Malware,Known Pattern B,Blocked,High,Samiha Kalla,Opera/8.73.(X11; Linux x86_64; ro-RO) Presto/2.9.190 Version/10.00,Segment C,"Karnal, Odisha",,Log Data,,Server
2022-03-31 18:18:24,28.3.115.193,59.211.71.132,58381,19130,UDP,785,Control,FTP,"Voluptates quis inventore distinctio. Est quaerat ut est fuga. Eius culpa molestiae enim blanditiis delectus officia.
Quia nam rerum doloribus at alias. Impedit iste provident voluptatibus.",,47.23,,Malware,Known Pattern B,Blocked,Low,Anaya Vaidya,Opera/8.33.(X11; Linux i686; de-BE) Presto/2.9.190 Version/10.00,Segment A,"Tiruvottiyur, Chhattisgarh",207.204.66.45,Log Data,Alert Data,Firewall
2023-03-30 11:07:30,172.63.69.46,167.105.42.166,33205,36943,UDP,1172,Data,FTP,Earum officia necessitatibus. Beatae sed at ipsa similique. Blanditiis explicabo amet cum sit.,,70.14,,Intrusion,Known Pattern B,Logged,Low,Ira Hora,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.0),Segment B,"Ludhiana, Tamil Nadu",,Log Data,,Server
